t,y,s^e,in^T,in^e,in,k,gr_k,u,rr_l,π,i,s,S,IN,I,K,Y,ω^T,ER,z_3,z_4,z_5,W,pr,N^T,N,WB,UC,NUC,NHUC,p,φ,φ^T,HC^e,σ_se,F^T_f,FU^T_f,FD_f,F_f,FU_f,L_fd,V_f,NPL,e_s,r_K,PE,q,YP,T,YD_r,YD_hs,CG,V,v,C,c,yd^e_r,yd_r,GL,η,NL,REP,L_hd,nl,BUR,B_hd,BL_d,p_e,M_d,V_fma,H_hd,e_d,G,g,PSBR,B_s,GD,F_cb,BL_s,B_hs,H_hs,H_bs,H_s,B_cbd,B_cbs,r_b,r_bL,p_bL,M_s,L_fs,L_hs,H_bd,B_bs,B_bd,BLR,r_m,z_2a,z_2b,z_1a,z_1b,r_l,OF^T_b,OF^e_b,FU^T_b,npl^e,FD_b,F^T_b,F_b,add_l,FU_b,OF_b,CAR,L_s
49,52942455.12167635,52449534.64446347,10489906.928892694,7696690.891353024,7414108.131232426,78888535.21471918,0.030185219836937196,0.6913619909380062,0.056150529513652035,0.006188717087119116,10479967.700500676,52444938.44864774,466655277.59868807,51231004.86532827,93250795.61867443,701950510.1730198,468108697.5394973,494732.7875499805,0.999296775571899,1.0,-1.9215650911346684e-265,-1.956308366658406e-266,4199858.242555772,607868.024647907,87.09531177016343,87.10506393855155,365828920.74816024,6.909934945568445,6.909161318343494,6.982288073477537,8.898004104925121,0.27436794519040997,0.274540383836825,365223564.4494274,0.1373466983632448,100268617.56990233,82768769.8400315,14381621.6861287,97724803.44331641,80349351.32246466,102939168.21972817,153796189.73320135,1984387.90322008,10551.198624507908,0.03002066116244925,5.0063940322362965,0.579878709619266,401576058.1268486,91736034.71849729,302639114.7067487,313893455.2459284,11254340.539179705,904060692.1308393,101602638.23990355,282275520.5775529,31723464.863484256,33411858.25528222,33405223.216526438,15646378.129896944,0.051699788194539194,4159319.8387463433,11487058.2911506,119029902.75025234,467444.1357496185,0.06397968187414804,183285881.56779918,4722703.351839476,47051.1621240791,213224276.7774363,859793746.3502103,14113776.028877644,10551.198624507908,91128961.40246072,10241505.8846628,10509464.594741018,218808033.14730045,304675366.8171091,836890.552845784,4722703.351839476,183285881.56779918,14113776.028877644,10661213.838871816,24774989.86774946,24774989.86774946,24774989.86774946,0.035,0.055,18.18181818181818,213224276.7774363,102939168.21972817,119029902.75025234,10661213.838871816,10747161.711751824,10747161.720335327,0.05040308676517786,0.0180000012772966,4.557881952519709e-292,-5.323682573169667e-112,-1.367729670852e-311,1.3945052375943993e-271,0.06268674634222444,21408997.807251,26017744.2586626,-1088109.7310543214,0.02,6911889.36400459,5823779.632950282,9959205.12603903,0.04468674506492785,3047315.7620344404,30153169.75175136,0.13584401475447902,221969070.9699805
50,54513843.33262646,54005785.973117806,10801157.194623562,7922165.490741094,7638553.884035224,81262950.36189064,0.030098355112168615,0.6910236472796784,0.05689744434731683,0.006233901222308755,10789455.198525548,53993285.344128415,483427443.22114474,53108672.21533634,96603099.94334254,727585663.1369661,484987950.10472286,509574.7711764797,0.999128983821607,1.0,3.1752990723766586e-283,3.063188428549833e-284,4352387.568381332,626104.065387344,87.06834270258214,87.08303119696988,379019102.3984462,6.95271291156493,6.951540181565474,7.025054502247217,8.953473383590904,0.27450589610754206,0.2746967951153667,378381069.97657806,0.1372835891124863,103940067.25447796,85790731.9691805,14907918.7652779,101196836.81584841,83176559.96108833,106846862.18807696,159355583.0519989,2058783.36439456,10706.440582131028,0.030029276191421865,5.0103525210072615,0.5796822632434518,416064830.6971354,95045849.9244536,313557383.45183706,325245780.2157664,11688396.763929313,936930090.92538,104644315.20427407,292376381.4212255,32655079.084400166,34399338.23767533,34391296.56232846,16117170.04619186,0.051401022261073265,4214179.771166661,11902990.2750252,123244082.52141866,470675.4117197843,0.06398573963128935,189918187.5626279,4893339.209200742,48054.42912286786,220919575.75918633,891055374.7162719,14618819.071061276,10706.440582131028,94447961.85657668,10548751.0612027,10915971.798746886,226621534.81220576,315591338.6158557,867124.645371231,4893339.209200742,189918187.5626279,14618819.071061276,11045978.787959319,25664797.859020595,25664797.859020595,25664797.859020595,0.035,0.05500000000000001,18.181818181818183,220919575.75918633,106846862.18807696,123244082.52141866,11045978.787959319,11038549.390557308,11038549.399778144,0.04996637062143621,0.018800001318979746,-4.93935670235184e-310,-6.205458515016888e-130,0.9999999996393355,-1.438427601664574e-289,0.06348603861749803,22196907.0969981,26970664.68985004,-1123721.6975068017,0.02,7162063.07235431,6038341.3748475015,10323573.823044207,0.044686037298518284,3161510.750689897,31255897.138046738,0.13584149162211034,230090944.7094956
51,56121123.67792356,55598938.602455184,11119787.720491037,8160738.959503596,7869449.7687634565,83701321.68197735,0.030005941320465093,0.6906114462740739,0.05765241043518858,0.006293551390946465,11106690.235189546,55584793.30045817,500809122.9170375,55057698.78188322,100069307.89759825,754134053.7523665,502424559.37260985,524862.0143117738,0.998876259700736,1.0,6.689177029319055e-301,2.7575736507086474e-301,4510669.859096333,644887.187348964,87.02471498777618,87.0480414714537,392644976.94326895,6.996384804983387,6.9945099663733314,7.0684200618217545,9.00982252845804,0.27465861531380187,0.2747854847974249,392029638.2881228,0.13738668535614693,107724054.20797665,88874851.9478751,15437577.4562577,104792487.75858165,86078951.17886071,110972034.66507255,166575909.8874728,2136937.24376154,10864.370665312908,0.030005482599328764,4.999552650826807,0.5777708440296455,431196634.12568283,98502559.09967099,324869796.443679,335441171.26914173,10571374.825462772,969525093.3822101,107607568.33093147,302846168.8123114,33612889.47222983,35412930.70188637,35402825.94457434,16600533.36642215,0.051099035825924566,4276125.11428025,12324408.2521419,127520207.63569926,474607.03032201267,0.0642583715065657,195201230.96398035,4982033.068019849,48934.61612799091,232071932.12106934,921979182.8495976,15142308.44061557,10864.370665312908,97893646.20712784,10865213.5930388,11317912.110019049,236326831.30733213,326909250.7258749,898267.925065721,4982033.068019849,195201230.96398035,15142308.44061557,11603596.606053466,26745905.046669036,26745905.046669036,26745905.046669036,0.034999999999999996,0.05499999999999999,18.181818181818183,232071932.12106934,110972034.66507255,127520207.63569926,11603596.606053466,14379695.296682788,14379695.306241032,0.06196223383180777,0.018800001321348573,0.0,4.754910592722655e-147,2.9610973282435084e-09,-8.751264651422511e-307,0.06430880023399281,23009094.4709496,27957176.07120784,-1161783.8230773238,0.02,7420315.636602259,6258531.813524878,10704957.834314086,0.045508798912644234,3284642.197711826,32403602.091996986,0.13586857912177733,238492242.3007718
52,57774032.25971415,57237329.83012492,11447465.966024986,8406152.198352687,8105914.602017373,86213181.7857612,0.03000980215494925,0.6902403820960729,0.05740770158754459,0.006305440247222167,11440280.087600417,57222322.560777836,518813822.44580173,57068643.08549417,103724825.84575893,781663315.7458804,520478622.51178277,540607.8747411271,0.998474913931404,1.0,7.85905e-319,6.942e-319,4674956.166750278,664233.802969433,86.97845849096608,87.00629168316114,406750599.84730107,7.040370629142322,7.038118424341753,7.112423230472056,9.066633426049306,0.2747601109007,0.2748764926473703,406166566.1384654,0.13748806577946837,111645641.1298904,92063763.2657904,15986094.0075716,108522529.04619314,89083380.75026985,115388495.4351094,173389526.11541727,2219440.69330145,11024.856802807868,0.030069181221789577,4.9938791273977134,0.5763988549062407,446600818.3955568,102021490.954281,336378655.88263434,348111461.2048313,11732805.322196968,1004013793.9932555,110737221.5035812,313622760.5937859,34590872.472347416,36445686.10649548,36426461.490079366,17221550.921520025,0.05119691936498215,4469530.157950125,12752020.7635699,131989737.79364912,492964.6923949297,0.06449566118974016,202028269.39419043,5157828.144470095,49883.091192663036,240729670.80156735,954500833.2187765,15681138.029689295,11024.856802807868,101466236.0062569,11191170.00083,11762110.539119,244892667.72917384,338671361.2649937,936106.676633416,5157828.144470095,202028269.39419043,15681138.029689295,12036483.540078368,27717621.56976766,27717621.56976766,27717621.56976766,0.035,0.055,18.181818181818183,240729670.80156735,115388495.4351094,131989737.79364912,12036483.540078368,15146776.765215777,15146776.77752015,0.06292027372458371,0.0188000013213486,-2.7857725423398436e-22,-2.177553672291298e-165,-6.789692205206679e-27,1e-323,0.06407512266685264,23849224.2300772,28981850.94722908,-1202310.4514664635,0.02,7687095.758400929,6484785.30693444,11334757.104495084,0.045275121345504044,3647661.346094154,33831822.744789705,0.13676151819557417,247378233.22875854
53,59481333.042208746,58929340.031564415,11785868.006312884,8657907.612661703,8341805.002138672,88802980.14703028,0.030039470851507315,0.6899331611495251,0.05692548253296292,0.0063359061148416836,11786158.462356191,58919687.82552764,537587872.4830967,59096490.94845822,107537838.13820702,810245385.3595176,539259008.9918169,556826.1109833609,0.997996027611075,1.0,-1.9255366394582907e-18,1.9255363402350663e-18,4845388.039979983,684160.817058516,86.94057239072693,86.96686010770065,421388183.83751637,7.084376934522143,7.082235520022431,7.156964148946704,9.12407876421447,0.27485321629803605,0.2750117783458471,420777626.2313206,0.13755312035797465,115718803.27730933,95426839.7780982,16555111.8059968,112543009.33944649,92398916.48022231,119921662.11632203,179654827.28771606,2307769.90870219,11187.794326895017,0.030102724398811818,4.988914052862409,0.5759490416601678,462661154.27036744,105690314.08152275,348513581.5489509,361463291.328481,12949709.779530086,1040599441.0248052,114049809.07278349,324877644.29693186,35606624.26231654,37509588.80071157,37499922.26664135,17910045.688275415,0.05138980698681482,4711071.908910516,13198973.7793649,136700809.70255953,516333.98073821556,0.06438051891976976,209032037.4156809,5333025.202310516,50927.40984108465,250026780.6364675,989087489.8409904,16243882.214846592,11187.794326895017,105172390.0479578,11526905.1008549,12241030.726484343,253948297.4040142,350912391.9914782,970116.754941868,5333025.202310516,209032037.4156809,16243882.214846592,12501339.031823374,28745221.246669967,28745221.246669967,28745221.246669967,0.035,0.05500000000000001,18.18181818181818,250026780.6364675,119921662.11632203,136700809.70255953,12501339.031823374,16171038.741663357,16171038.754730722,0.06467722664276769,0.018800001321348604,2.3735542405051344e-40,4.726256193205699e-186,-9.569955385041164e-46,1.2649528740546022e-21,0.06362206316066112,24737823.3228759,30194222.97602416,-1329829.860063362,0.02,7963322.92443028,6633493.064366936,11707339.057310937,0.04482206183931252,3744016.1328806574,35268068.96896817,0.13743172497376638,256622471.81888154
54,61254069.65769621,60684796.512637876,12136959.302527577,8911078.147197006,8577092.000456998,91472989.79828338,0.030066667209055025,0.6897749327362491,0.056499908484212706,0.006394934974810991,12142623.54353678,60682314.564982355,557210902.7254007,61139771.99949028,111498750.08332206,839944019.7023938,558888090.4507902,573530.8943128614,0.997543732094156,1.0,5.178250022090808e-36,2.7241635525883207e-36,5022193.600241862,704685.641570271,86.92396445226521,86.94112271443943,436635150.091124,7.128263518369929,7.126856720182472,7.202015858870313,9.182426654616684,0.27498006593628493,0.27518591540943677,435970968.4469973,0.13746120085215255,119973070.04368295,98934811.0871505,17168436.0747326,116815912.95458047,95930247.26927793,124488705.63653164,185955665.64876682,2398433.24232644,11353.160098405717,0.030132465869919658,4.982509477138589,0.5759119145162899,479403899.32162887,109515026.7610329,361191685.01158625,374853335.7825722,13661650.770986034,1078760933.6280718,117481029.16612846,336691843.1793053,36666978.76756507,38617657.41606761,38610394.897494614,18623056.501308046,0.051560036606314925,4952975.531052046,13670080.970256,141653785.23361206,539397.2331416362,0.06417904409881407,216542818.67305803,5522773.106995527,52024.23072489686,259325117.84382686,1025267628.1906862,16834592.158965267,11353.160098405717,109020309.46277334,11872712.2538805,12720415.569558032,263218751.07020828,363632807.56103605,1006082.74363345,5522773.106995527,216542818.67305803,16834592.158965267,12966255.892191343,29800848.05115661,29800848.05115661,29800848.05115661,0.035,0.055,18.181818181818183,259325117.84382686,124488705.63653164,141653785.23361206,12966255.892191343,16875084.34599363,16875084.35991213,0.06507308086299783,0.0188000013213486,4.337440367196266e-58,-3.9131501165311785e-204,-1.5932544394267118e-63,-1.1029239487118262e-39,0.06325615669984828,25662247.1818882,31425740.254136182,-1443895.472505579,0.020000000000000004,8250662.8375748005,6806767.365069224,12039740.389353378,0.04445615537849967,3789077.5517785777,36658713.27842034,0.13774092651920788,266142490.87014368
55,63089418.05773736,62500953.26000574,12500190.652001148,9165556.798188623,8820271.789424267,94224760.8377707,0.03008288070123781,0.6897054332307563,0.05625865935574677,0.0064674655230654,12509194.861270202,62499122.518079676,577605245.6271312,63265594.61769595,115607648.22518069,870807683.9348699,579349513.1854669,590736.8211422471,0.997248514176706,1.0,1.1067225187063418e-53,-8.18117153060285e-54,5205683.056095273,725826.210817379,86.92083189843089,86.92894822483433,452524552.8547027,7.172748882264798,7.172079181643497,7.24765852263486,9.241813682423503,0.275144745514806,0.27536344391686834,451789554.56593275,0.13723137893160453,124406327.67079028,102578850.076656,17820267.5212213,121213226.77423573,99543242.72152357,129143438.02030021,192477779.1207359,2489774.11273063,11520.954060871627,0.030171144873238517,4.9790949179323825,0.5760368999713626,496872892.4784965,113505643.55778775,374406774.8848447,388651726.9364584,14244952.051613666,1118432219.5547938,121018693.73114024,348980441.0097367,37761034.03531257,39763023.207247734,39757339.67007607,19340557.142210234,0.05165653625770131,5175178.618849031,14165378.5233612,146828963.85246104,559974.350992732,0.06402653637633827,224402925.82143292,5721443.947756063,53159.8388618799,268919996.1864263,1062972273.1624928,17449022.050486837,11520.954060871627,113017156.39221379,12228893.6214969,13203912.547088338,272810466.51255935,376836720.1081242,1043029.68179048,5721443.947756063,224402925.82143292,17449022.050486837,13445999.809321314,30895021.859808147,30895021.859808147,30895021.859808147,0.035,0.055,18.181818181818183,268919996.1864263,129143438.02030021,146828963.85246104,13445999.809321314,17512518.83131832,17512518.846157942,0.06512166851890469,0.0188000013213486,3.409371577493049e-77,1.2402392959475214e-221,-7.717361582159474e-82,-2.607381333699727e-57,0.06308997581856124,26614249.0870144,32640927.60185796,-1528011.5638316993,0.02,8550987.78389709,7022976.220065401,12392972.960021686,0.044289974497212635,3841985.176124595,38010924.341814265,0.13773451288630417,275972401.87276125
56,64979364.32255417,64371267.07860953,12874253.415721906,9428369.033368915,9073380.60486635,97059725.49308792,0.030087257639191574,0.6896208994834264,0.0561801402234624,0.006531314532010854,12885919.893882211,64368437.96359706,598766466.3313173,65495255.166609704,119867080.27098633,902866539.8021872,600593506.0162437,608458.9257765142,0.997108868042742,1.0,-2.5247849753596006e-71,-1.402811348045483e-71,5396187.670117341,747600.9971419,86.91717182184037,86.92188238303791,469046789.9749132,7.218396099542318,7.218004912709219,7.293994473329993,9.302174874429616,0.275319704236456,0.27550970245171646,468246107.16451967,0.13702187621385892,129006345.65882497,106359036.367166,18491077.7444097,125728252.52182676,103243896.35780433,133935142.31452726,199169370.18818825,2582868.760406,11691.163895569025,0.030191877714979384,4.979061253658512,0.5763032273613572,515033157.90620863,117654174.5920943,388115547.53519815,403030621.3286101,14915073.793411985,1159731421.0208442,124673147.58910716,361731419.8625599,38886757.639573045,40943937.474178545,40937815.08817868,20060894.652098253,0.05168794391061503,5377998.2668521525,14682896.3852461,152206962.11931318,578144.1801948785,0.06395806318282397,232575668.5124307,5927465.165623179,54336.53040364376,278877378.3093453,1102275461.0889657,18086570.993127998,11691.163895569025,117167966.19777094,12595760.4301418,13702276.116279045,282766902.30398136,390538996.22440284,1081325.76509329,5927465.165623179,232575668.5124307,18086570.993127998,13943868.915467266,32030439.908595264,32030439.908595264,32030439.908595264,0.035,0.05500000000000001,18.18181818181818,278877378.3093453,133935142.31452726,152206962.11931318,13943868.915467266,18160793.882955458,18160793.898788143,0.06512107225320414,0.018800001321348604,2.2476089335890634e-95,3.2586787238814257e-239,5.587660285247486e-100,3.6234190260948993e-75,0.06307838492172503,27597240.1872761,33845450.67999904,-1582604.90140926,0.02,8864047.55173764,7281442.650328442,12805380.909079868,0.04427838360037643,3941333.3573422274,39369388.93875053,0.13758684349115108,286142104.43384045
57,66923634.92050745,66295768.94294894,13259153.788589789,9701246.582424868,9336257.52678215,99979477.04896407,0.030082009206631042,0.6895098309882775,0.056190357675402605,0.006573509529536915,13273112.474223852,66292046.78339288,620713833.7428703,67828312.72768563,124280436.7846603,936140117.9470756,622623645.8925451,626712.6935498097,0.99702782008738,1.0,6.1929925882479245e-89,-3.552370789966196e-89,5594001.87782798,770029.027056157,86.91053527758152,86.9150741197641,486203087.83339685,7.265043036181748,7.264663644191697,7.34106667281873,9.363322809612097,0.27547170280866407,0.2756252558097212,485349703.98264587,0.13686213689778448,133774636.31702746,110277713.849307,19179844.9222047,130379411.99352749,107051457.77503625,138896053.05561686,206164012.30687234,2678702.84629055,11863.82302718601,0.030192247222674294,4.980226471161418,0.5765411163731597,533882522.0419182,121960123.3352558,402321429.362334,417788508.56076276,15467079.198428763,1202562848.6917334,128433342.85727622,374957080.88987446,40045301.06612293,42159783.28384688,42153617.02686975,20793523.195250567,0.05168385692983893,5572826.983319267,15220696.2119313,157779789.10263228,595176.2100465406,0.06395431905239171,241136569.88229132,6144512.439771004,55539.29486320202,289056688.846752,1143040242.9345193,18747854.044493724,11863.82302718601,121476316.06833553,12973633.2430461,14219434.082541438,293040022.31110746,404758430.3069439,1121065.39680083,6144512.439771004,241136569.88229132,18747854.044493724,14452834.4423376,33200688.486831322,33200688.486831322,33200688.486831322,0.035,0.05500000000000001,18.18181818181818,289056688.846752,138896053.05561686,157779789.10263228,14452834.4423376,18702763.941984896,18702763.95888538,0.06470275445808439,0.0188000013213486,-2.860914771597247e-113,2.5505612146603454e-257,1.2183740207237528e-117,5.847122738779834e-94,0.06313323505659188,28614210.443384,35067317.5406039,-1623368.5518560621,0.02,9189080.64204853,7565712.090192436,13273146.262308665,0.04433323373524328,4084065.6202601343,40774751.71272008,0.1374387325112956,296675842.15824914
58,68924527.81620531,68276666.45167245,13655333.290334491,9984118.891315004,9608371.049746558,102986194.71929751,0.03007334864195079,0.6893867606693953,0.056221429074631096,0.006604007897291535,13671528.48714641,68272524.71645029,643479350.7670085,70260670.29156162,128856319.74873376,970661184.5872942,645469165.5241275,645514.0743563042,0.99694972665792,1.0,-6.211715967114221e-107,1.588744949461225e-106,5799366.989335696,793129.897867842,86.90194128568673,86.90719441931763,504006714.44678724,7.312443485904262,7.312001482891018,7.388835506382275,9.425158267391625,0.27559454520950993,0.2757138776288932,503108942.82844293,0.13674155479361874,138714117.49656373,114338001.841887,19889379.2996126,135190416.50929233,110989679.99793547,144042337.8019433,213592592.87478718,2777921.06111234,12039.001246510988,0.0301853495063807,4.980711700282885,0.5766308622855876,553440794.0464706,126428014.99197575,417051630.5418989,432958748.78723353,15907118.245334564,1246845469.4782493,132289075.05887066,388676128.0007173,41238153.98896639,43412191.08256733,43406156.627458856,21549653.45449628,0.05167142837014755,5771674.544233081,15777978.9102632,163551463.64686507,612368.9789002868,0.06397652609172433,250061212.19102064,6372127.149744344,56756.113751511126,299512387.0528352,1185165917.067195,19433806.400035862,12039.001246510988,125946903.0175577,13362842.2403375,14757777.149202647,303659350.188067,419516207.45614606,1162024.0970391,6372127.149744344,250061212.19102064,19433806.400035862,14975619.352641763,34409425.75267763,34409425.75267763,34409425.75267763,0.035,0.055,18.181818181818183,299512387.0528352,144042337.8019433,163551463.64686507,14975619.352641763,19188712.244368825,19188712.26240359,0.06406650641530116,0.018800001321348597,-5.789363987581705e-131,1.3166168980450572e-276,-3.645683958122818e-135,3.6626102234560568e-112,0.06319672373353523,29667584.2158249,36331884.713962056,-1664945.9376457036,0.019999999999999997,9526141.78215594,7861195.844510302,13775057.141566638,0.044396722412186625,4248915.359410698,42245746.01101846,0.13734264413741376,307593801.4488084
59,70984555.34060055,70316321.35734227,14063264.271468455,10276605.033004837,9889588.710688667,106082471.7379396,0.03006497159236626,0.6892628233723782,0.05624366441103546,0.0066259493927072555,14081814.409349496,70311942.25674075,667092208.3642764,72791831.19560383,133602747.56489357,1006469001.839066,669162097.1220667,664879.4965869931,0.996859343427096,1.0,-1.176073896471933e-124,1.9375455799372352e-124,6012520.844711206,816923.794803877,86.89250550950169,86.89838107342811,522478327.57102406,7.360450806037399,7.359953135107044,7.4372369511413305,9.487608889089653,0.27569001114501696,0.2757874829388292,521538796.2258214,0.13664496185544175,143833871.86558065,118547814.168835,20623298.0384925,140173637.62350345,115069640.00331785,149386094.02697164,221456625.0121537,2880846.75603887,12216.77291736383,0.030182486021653947,4.980320267538107,0.5765839627262007,573732406.6908194,131063430.98445079,432333059.04206234,448696850.3395576,16363791.297495248,1292637722.4662416,136244836.56267685,402904597.351565,42466400.33984365,44702874.58944402,44697407.85260544,22335421.464250624,0.05166253423558583,5980275.099564122,16355146.3646865,169531738.74642912,630324.7919905585,0.06399942135296666,259298214.8914145,6608133.651270555,57987.335836297374,310373164.794539,1228705639.5036242,20145229.86757825,12216.77291736383,130584863.44781785,13763727.5075476,15317306.968350064,314685629.85594046,434833514.42449605,1204329.90134372,6608133.651270555,259298214.8914145,20145229.86757825,15518658.23972695,35663888.1073052,35663888.1073052,35663888.1073052,0.035,0.055,18.18181818181818,310373164.794539,149386094.02697164,169531738.74642912,15518658.23972695,19723526.85722084,19723526.876450527,0.06354778414523402,0.018800001321348604,3.2627661023960437e-150,4.664330856679143e-294,1.4392841125979085e-152,8.64313748139748e-131,0.06324228147779776,30759380.1448808,37651199.66456342,-1713699.5904162254,0.02,9875678.23251915,8161978.642102975,14297632.072578762,0.04444228015644914,4421953.840059612,43786853.09503924,0.13729822730357716,318917832.7734007
60,73106049.31705849,72416978.2753998,14483395.65507996,10578659.752347363,10179725.359113485,109271178.09968704,0.030058748721694898,0.6891435325682804,0.05624392446924026,0.006646137111667841,14504523.622033441,72412656.0263566,691589007.7826897,75421419.0287734,138527843.7582615,1043612398.5538578,693738625.4737787,684825.8814846027,0.996758250919674,1.0,6.200863513028949e-143,1.1292291945215049e-142,6233709.370788146,841431.508647993,86.88294717507394,86.88912073441556,541641526.1368264,7.408983677803728,7.408457262081291,7.486208247988999,9.550664838628464,0.27576798858006696,0.27585188091875973,540659761.3636352,0.13656450387944907,149142012.10873318,122914527.759702,21383488.4194654,145343961.16810662,119305427.16722187,154932569.9316436,229679726.36044273,2987721.88053943,12397.192353616534,0.030184841405138798,4.979452160824334,0.5764842216321079,594781781.7229779,135871950.21679708,448188257.5649587,465112991.6210342,16924734.05607556,1340085880.8685017,140313360.74601972,417664833.2187746,43731493.071549155,46033123.624685094,46027917.1611866,23154494.57875393,0.0516624302123039,6201320.704111028,16953173.8746429,175733059.45054004,649307.7506986787,0.0640125644732907,268833159.27786267,6851395.657905762,59240.9555600455,321713788.28459656,1273806239.5462053,20883241.660938732,12397.192353616534,135396330.80565354,14176639.332774,15898275.201329244,326160959.48208374,450731789.6258249,1248236.08375568,6851395.657905762,268833159.27786267,20883241.660938732,16085689.41422983,36968931.075168565,36968931.075168565,36968931.075168565,0.035,0.055,18.181818181818183,321713788.28459656,154932569.9316436,175733059.45054004,16085689.41422983,20358869.129052535,20358869.149540756,0.06328255081243236,0.0188000013213486,1.1353274099618427e-167,6.703278226755e-312,-3.2157509641356637e-170,-2.047375684251458e-148,0.06326386641463522,31891783.2773401,39028825.16795954,-1770306.046540216,0.02,10238180.0859676,8467874.039427383,14835448.53282545,0.04446386509328661,4597268.446857849,45396399.66135762,0.13728792964189573,330665629.3821836
61,75291418.28648052,74580948.63140538,14916189.726281079,10890195.014188621,10478801.843904085,112555266.37967718,0.030054478565190806,0.6890327311909535,0.05622698063223285,0.006665137918404856,14940044.847883774,74576861.55566359,717005911.3004618,78150897.18504141,143638391.95686433,1082142499.1465106,719236423.523744,705370.6579291408,0.996652031227166,1.0,-3.5272262984516944e-161,-1.095096582754064e-161,6463205.523919611,866674.453907433,86.87393282135417,86.8800079865787,561523347.5319701,7.457999335295502,7.457477827780743,7.535708430125612,9.61432133699036,0.27583510245102105,0.27591223323158387,560497149.9531583,0.13649230193305237,154648020.36298877,127445616.257601,22172221.2761947,150711114.19025308,123704742.75301394,160685341.23553193,238208019.81019172,3098651.39863287,12580.29943785089,0.030190048403335876,4.978516759253275,0.5763908332766068,616618545.6553911,140860340.56951755,464640652.2881595,482211580.7267277,17570928.43856823,1389317671.2564769,144505017.31301668,432979790.338753,45034878.1950226,47403855.39255295,47398956.1090837,24007614.39117351,0.05166920774710687,6434308.446119514,17573305.945054,182167367.89665952,669242.0838168272,0.06401519508486846,278695486.19000024,7102584.258268453,60523.20447908647,333531590.9501289,1320597640.1341786,21648989.516937647,12580.29943785089,140387729.00484443,14601938.5127572,16500505.087474681,338094399.10841876,467232294.7132998,1293912.5876309,7102584.258268453,278695486.19000024,21648989.516937647,16676579.547506446,38325569.064444095,38325569.064444095,38325569.064444095,0.03500000000000001,0.055000000000000014,18.181818181818176,333531590.9501289,160685341.23553193,182167367.89665952,16676579.547506446,21073343.85397448,21073343.875791483,0.0631824524347317,0.018800001321348604,-7.95310872437348e-186,0.0,4.550055684653133e-188,3.600513342131385e-166,0.06326687913129275,33066562.9382184,40464464.97210196,-1833283.2906227545,0.02,10614200.9697488,8780917.679126035,15387494.312384566,0.04446687780994414,4773293.342635766,47071041.60536049,0.13729231343912165,342852709.1321915
62,77542929.91873556,76810437.0828361,15362087.416567221,11211294.679803552,10786957.912870357,115937722.23924088,0.030051511300715348,0.688932045677577,0.056201252588323605,0.006684465807980928,15388726.124283893,76806706.76333882,743380465.7320371,80982914.5042104,148941139.066951,1122113440.1688561,745693942.5039225,726531.7776670151,0.996547504462884,1.0,-2.798135403462154e-179,-9.584009602473008e-180,6701303.55219001,892674.687524656,86.86583253976431,86.87150271849008,582152309.7462006,7.5074840524911535,7.5069940324749425,7.585713739200467,9.678587939234433,0.275896807075471,0.2759693783221268,581078954.2718633,0.1364241923599333,160359997.76594895,132147320.600315,22990980.4697231,156283793.61962837,128274437.65523684,166647265.46528423,247033163.86139688,3213706.82471064,12766.12859318146,0.030195665096222103,4.977642505279921,0.5763238563343986,639274928.1213294,146035964.5800365,481713802.6949093,499975669.68657285,18261866.99166357,1440419944.6365807,148825423.05532378,448873396.3064694,46377983.97091502,48816241.37923044,48811557.966104686,24894727.9680007,0.05167949896467056,6677991.178334697,18216736.789666,188845359.0749947,689975.771278825,0.064010536937703,288919422.0083521,7362742.9194108825,61836.75180644408,345810143.5682409,1369168184.9281816,22443669.815323472,12766.12859318146,145565930.35861674,15039996.6681399,17124459.088387836,350488700.72148985,484356753.8016877,1341394.91725554,7362742.9194108825,288919422.0083521,22443669.815323472,17290507.178412043,39734176.993735515,39734176.993735515,39734176.993735515,0.035,0.055,18.18181818181818,345810143.5682409,166647265.46528423,188845359.0749947,17290507.178412043,21835101.719402265,21835101.74262542,0.06314187757033593,0.0188000013213486,3.570291003449047e-203,-9.586013439069936e-22,1.286553037279301e-205,1.262051768930531e-184,0.06326139374760191,34285270.9132191,41956733.328503944,-1900601.4521459227,0.02,11004317.2799133,9103715.827767378,15955072.392339023,0.044461392426253306,4950755.112425723,48808089.893075585,0.13729705350842536,355492624.540279
